"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"24/05/2025";"1800";"28,2";"29,0";"25,8";"37,0";"52,0";"35,0";"12,0";"14,9";"11,4";"946,6";"946,8";"946,6";"1,2";"341,0";"3,3";"1706,80";""
"24/05/2025";"1900";"26,5";"28,7";"26,5";"45,0";"46,0";"35,0";"13,5";"14,1";"11,3";"946,5";"946,6";"946,4";"1,1";"166,0";"3,0";"1247,50";""
"24/05/2025";"2000";"24,0";"26,5";"24,0";"60,0";"60,0";"44,0";"15,6";"16,1";"13,2";"946,7";"946,8";"946,4";"2,3";"164,0";"4,0";"288,50";""
"24/05/2025";"2100";"21,2";"24,0";"21,2";"74,0";"74,0";"60,0";"16,3";"16,4";"15,6";"946,9";"947,0";"946,7";"1,9";"154,0";"4,6";"17,70";""
"24/05/2025";"2200";"18,6";"21,2";"18,6";"87,0";"87,0";"74,0";"16,3";"16,8";"16,3";"947,7";"947,7";"946,9";"0,1";"182,0";"2,8";"";""
"24/05/2025";"2300";"17,8";"18,6";"17,8";"91,0";"91,0";"87,0";"16,3";"16,7";"16,1";"948,0";"948,0";"947,7";"0,1";"341,0";"1,6";"";""
"25/05/2025";"0000";"16,8";"17,9";"16,8";"93,0";"93,0";"91,0";"15,6";"16,4";"15,6";"948,4";"948,5";"948,0";"0,4";"144,0";"1,2";"";""
"25/05/2025";"0100";"17,3";"17,4";"16,8";"93,0";"94,0";"93,0";"16,1";"16,3";"15,6";"948,8";"948,8";"948,4";"0,0";"69,0";"1,2";"";""
"25/05/2025";"0200";"16,1";"17,3";"16,1";"94,0";"95,0";"93,0";"15,2";"16,1";"15,2";"948,7";"948,8";"948,6";"0,1";"44,0";"1,3";"";""
"25/05/2025";"0300";"14,9";"16,2";"14,9";"95,0";"95,0";"94,0";"14,2";"15,3";"14,2";"948,8";"948,8";"948,6";"0,0";"185,0";"1,3";"";""
"25/05/2025";"0400";"15,0";"15,1";"14,6";"96,0";"96,0";"95,0";"14,3";"14,5";"13,9";"948,5";"948,8";"948,5";"0,1";"131,0";"1,7";"";""
"25/05/2025";"0500";"13,9";"15,0";"13,9";"96,0";"96,0";"95,0";"13,3";"14,3";"13,3";"948,1";"948,5";"948,1";"0,1";"165,0";"0,8";"";""
"25/05/2025";"0600";"13,2";"14,0";"13,2";"96,0";"96,0";"96,0";"12,6";"13,3";"12,6";"947,8";"948,1";"947,8";"0,0";"126,0";"0,8";"";""
"25/05/2025";"0700";"12,9";"13,4";"12,7";"97,0";"97,0";"96,0";"12,4";"12,8";"12,2";"947,6";"947,8";"947,6";"0,3";"158,0";"1,1";"";""
"25/05/2025";"0800";"12,7";"13,0";"12,7";"97,0";"97,0";"97,0";"12,2";"12,5";"12,2";"947,7";"947,8";"947,6";"0,2";"160,0";"1,2";"";""
"25/05/2025";"0900";"12,3";"12,8";"12,3";"97,0";"97,0";"97,0";"11,8";"12,3";"11,8";"948,1";"948,1";"947,7";"0,0";"189,0";"1,3";"";""
"25/05/2025";"1000";"12,5";"12,5";"12,1";"97,0";"97,0";"97,0";"12,1";"12,1";"11,6";"948,7";"948,7";"948,1";"0,0";"154,0";"1,1";"13,30";""
"25/05/2025";"1100";"17,0";"17,0";"12,5";"97,0";"97,0";"97,0";"16,5";"16,5";"12,0";"949,1";"949,1";"948,7";"0,6";"15,0";"4,4";"405,40";""
"25/05/2025";"1200";"20,8";"21,0";"17,0";"64,0";"97,0";"64,0";"13,8";"17,4";"13,7";"949,6";"949,6";"949,1";"2,6";"60,0";"5,8";"1108,00";""
"25/05/2025";"1300";"22,6";"22,6";"20,8";"58,0";"65,0";"57,0";"14,0";"14,7";"13,4";"949,5";"949,7";"949,5";"3,1";"51,0";"7,0";"1796,80";""
"25/05/2025";"1400";"24,2";"24,5";"22,6";"53,0";"60,0";"51,0";"14,2";"14,9";"13,4";"949,3";"949,6";"949,3";"2,5";"53,0";"6,6";"2224,70";""
"25/05/2025";"1500";"25,7";"25,7";"24,3";"50,0";"53,0";"48,0";"14,4";"14,8";"13,4";"948,6";"949,3";"948,6";"1,8";"63,0";"5,0";"2548,70";""
"25/05/2025";"1600";"27,5";"27,8";"25,6";"43,0";"51,0";"43,0";"14,0";"15,5";"13,3";"947,7";"948,6";"947,7";"1,9";"111,0";"4,2";"2546,70";""
"25/05/2025";"1700";"26,3";"27,8";"25,9";"47,0";"48,0";"43,0";"14,1";"15,1";"13,1";"946,8";"947,7";"946,8";"1,0";"275,0";"3,8";"2030,30";""
"25/05/2025";"1800";"27,2";"28,1";"26,0";"40,0";"47,0";"39,0";"12,4";"14,0";"12,4";"946,2";"946,8";"946,2";"1,1";"332,0";"3,2";"1927,00";""
"25/05/2025";"1900";"26,9";"28,1";"26,4";"46,0";"46,0";"37,0";"14,4";"14,4";"11,7";"946,1";"946,2";"946,0";"0,2";"228,0";"2,7";"1180,10";""
"25/05/2025";"2000";"22,5";"27,3";"22,5";"66,0";"66,0";"38,0";"15,8";"16,0";"11,7";"946,3";"946,3";"946,1";"0,3";"141,0";"1,5";"353,50";""
"25/05/2025";"2100";"18,4";"22,5";"18,4";"83,0";"83,0";"66,0";"15,4";"16,3";"15,4";"946,6";"946,6";"946,3";"0,4";"143,0";"0,9";"29,90";""
"25/05/2025";"2200";"16,6";"18,4";"16,6";"89,0";"89,0";"83,0";"14,7";"15,4";"14,7";"947,0";"947,0";"946,6";"0,1";"176,0";"1,5";"";""
"25/05/2025";"2300";"15,6";"16,7";"15,6";"92,0";"93,0";"89,0";"14,3";"15,0";"14,3";"947,5";"947,6";"947,0";"0,3";"133,0";"1,1";"";""
"26/05/2025";"0000";"15,3";"15,6";"15,1";"94,0";"94,0";"92,0";"14,3";"14,4";"14,0";"947,7";"947,8";"947,5";"0,5";"111,0";"1,5";"";""
"26/05/2025";"0100";"15,1";"16,8";"14,9";"93,0";"94,0";"89,0";"13,9";"15,2";"13,4";"947,8";"947,8";"947,7";"0,3";"110,0";"2,1";"";""
"26/05/2025";"0200";"14,0";"15,3";"14,0";"95,0";"95,0";"93,0";"13,2";"14,2";"13,2";"947,9";"947,9";"947,8";"0,2";"153,0";"1,3";"";""
"26/05/2025";"0300";"13,7";"14,2";"13,6";"96,0";"96,0";"95,0";"13,1";"13,5";"12,8";"947,7";"947,9";"947,6";"0,0";"292,0";"1,1";"";""
"26/05/2025";"0400";"13,2";"13,8";"13,1";"96,0";"96,0";"96,0";"12,6";"13,2";"12,5";"947,6";"947,7";"947,6";"0,1";"170,0";"1,2";"";""
"26/05/2025";"0500";"12,8";"13,2";"12,8";"96,0";"97,0";"96,0";"12,2";"12,6";"12,2";"947,5";"947,6";"947,4";"0,0";"161,0";"1,0";"";""
"26/05/2025";"0600";"12,5";"13,0";"12,4";"97,0";"97,0";"96,0";"11,9";"12,4";"11,8";"947,0";"947,5";"947,0";"0,3";"159,0";"1,4";"";""
"26/05/2025";"0700";"12,7";"12,7";"12,1";"97,0";"97,0";"97,0";"12,2";"12,2";"11,6";"946,8";"947,0";"946,8";"0,5";"146,0";"1,2";"";""
"26/05/2025";"0800";"12,3";"13,4";"12,3";"96,0";"97,0";"96,0";"11,8";"12,9";"11,8";"946,8";"946,8";"946,6";"0,0";"180,0";"0,9";"";""
"26/05/2025";"0900";"12,0";"12,7";"12,0";"97,0";"97,0";"96,0";"11,5";"12,2";"11,4";"947,2";"947,2";"946,8";"0,3";"152,0";"0,9";"";""
"26/05/2025";"1000";"12,1";"12,1";"11,6";"97,0";"97,0";"97,0";"11,7";"11,7";"11,2";"947,8";"947,8";"947,2";"0,0";"192,0";"1,2";"12,10";""
"26/05/2025";"1100";"16,7";"16,7";"12,1";"95,0";"97,0";"95,0";"15,9";"16,0";"11,7";"948,4";"948,4";"947,8";"0,7";"95,0";"1,7";"436,90";""
"26/05/2025";"1200";"21,9";"22,0";"16,7";"65,0";"95,0";"65,0";"15,1";"16,6";"14,7";"948,9";"948,9";"948,3";"2,0";"52,0";"4,8";"1158,00";""
"26/05/2025";"1300";"24,6";"24,8";"21,9";"55,0";"66,0";"55,0";"14,9";"15,8";"14,2";"949,2";"949,3";"948,9";"2,1";"72,0";"4,9";"1779,80";""
"26/05/2025";"1400";"25,8";"25,9";"23,9";"52,0";"57,0";"50,0";"15,2";"15,7";"13,9";"948,6";"949,2";"948,6";"1,9";"60,0";"6,5";"2276,70";""
"26/05/2025";"1500";"27,2";"27,6";"25,6";"40,0";"52,0";"40,0";"12,6";"15,7";"12,6";"947,9";"948,6";"947,8";"2,2";"81,0";"4,9";"2472,20";""
"26/05/2025";"1600";"28,0";"28,6";"27,0";"37,0";"44,0";"34,0";"11,8";"14,4";"10,6";"946,8";"947,9";"946,8";"1,6";"104,0";"5,1";"2573,20";""
"26/05/2025";"1700";"28,5";"28,6";"27,3";"42,0";"45,0";"35,0";"14,4";"15,0";"11,2";"945,9";"946,8";"945,9";"2,1";"152,0";"4,1";"2214,10";""
"26/05/2025";"1800";"28,0";"29,4";"27,4";"42,0";"43,0";"36,0";"14,0";"14,6";"12,1";"945,3";"945,9";"945,3";"2,4";"158,0";"4,1";"2065,70";""
"26/05/2025";"1900";"28,3";"28,5";"27,3";"40,0";"43,0";"37,0";"13,2";"14,2";"11,9";"945,2";"945,4";"945,2";"0,9";"75,0";"4,0";"1136,10";""
"26/05/2025";"2000";"24,9";"28,3";"24,9";"51,0";"51,0";"37,0";"14,2";"14,3";"11,9";"945,4";"945,4";"945,1";"0,8";"83,0";"3,2";"406,20";""
"26/05/2025";"2100";"18,6";"24,9";"18,5";"83,0";"83,0";"51,0";"15,6";"16,0";"14,3";"945,7";"945,7";"945,3";"0,3";"163,0";"2,0";"12,70";""
"26/05/2025";"2200";"17,0";"18,6";"17,0";"89,0";"89,0";"83,0";"15,2";"15,6";"15,0";"946,2";"946,2";"945,7";"0,0";"164,0";"0,9";"";""
"26/05/2025";"2300";"15,8";"17,0";"15,8";"92,0";"92,0";"88,0";"14,5";"15,1";"14,5";"946,6";"946,6";"946,2";"0,1";"274,0";"0,9";"";""
"27/05/2025";"0000";"15,1";"16,0";"15,1";"93,0";"93,0";"92,0";"14,1";"14,8";"14,1";"947,0";"947,0";"946,6";"0,0";"151,0";"0,6";"";""
"27/05/2025";"0100";"14,7";"15,3";"14,7";"94,0";"94,0";"93,0";"13,8";"14,3";"13,8";"947,1";"947,2";"947,0";"0,0";"141,0";"0,0";"";""
"27/05/2025";"0200";"13,9";"14,7";"13,9";"95,0";"95,0";"94,0";"13,1";"13,8";"13,1";"947,1";"947,1";"947,0";"0,0";"152,0";"0,6";"";""
"27/05/2025";"0300";"13,4";"14,0";"13,3";"96,0";"96,0";"95,0";"12,7";"13,2";"12,6";"946,8";"947,1";"946,8";"0,0";"192,0";"0,7";"";""
"27/05/2025";"0400";"12,9";"13,3";"12,6";"96,0";"96,0";"95,0";"12,3";"12,6";"12,0";"946,6";"946,8";"946,6";"0,9";"115,0";"1,5";"";""
"27/05/2025";"0500";"12,3";"13,1";"12,1";"96,0";"96,0";"95,0";"11,6";"12,5";"11,4";"946,2";"946,6";"946,2";"0,2";"241,0";"1,5";"";""
"27/05/2025";"0600";"11,6";"12,4";"11,5";"96,0";"96,0";"96,0";"11,0";"11,7";"10,9";"946,0";"946,2";"946,0";"0,3";"150,0";"1,1";"";""
"27/05/2025";"0700";"11,8";"11,9";"11,5";"96,0";"97,0";"96,0";"11,3";"11,4";"11,0";"945,7";"946,0";"945,7";"0,2";"92,0";"1,3";"";""
"27/05/2025";"0800";"12,2";"12,2";"11,6";"96,0";"96,0";"96,0";"11,7";"11,7";"11,0";"945,8";"945,9";"945,7";"1,1";"110,0";"1,9";"";""
"27/05/2025";"0900";"14,1";"14,3";"12,2";"91,0";"96,0";"91,0";"12,7";"13,1";"11,6";"946,3";"946,3";"945,8";"0,8";"67,0";"3,2";"";""
"27/05/2025";"1000";"12,5";"14,1";"12,1";"95,0";"95,0";"89,0";"11,8";"12,6";"11,0";"946,8";"946,9";"946,2";"0,8";"94,0";"1,8";"16,50";""
"27/05/2025";"1100";"17,2";"17,2";"12,5";"83,0";"96,0";"83,0";"14,3";"14,4";"11,9";"947,3";"947,4";"946,8";"0,6";"68,0";"2,5";"336,10";""
"27/05/2025";"1200";"20,5";"20,6";"17,2";"68,0";"83,0";"66,0";"14,3";"15,3";"13,8";"947,7";"947,7";"947,3";"1,9";"31,0";"4,1";"1002,60";""
"27/05/2025";"1300";"23,4";"23,7";"20,4";"57,0";"70,0";"57,0";"14,4";"15,4";"13,9";"947,8";"947,9";"947,6";"1,7";"40,0";"5,8";"1773,20";""
"27/05/2025";"1400";"24,3";"24,8";"23,4";"55,0";"59,0";"53,0";"14,6";"15,2";"13,9";"947,3";"947,8";"947,3";"2,3";"40,0";"5,8";"1871,60";""
"27/05/2025";"1500";"24,9";"25,6";"24,2";"51,0";"57,0";"49,0";"14,0";"15,8";"13,8";"946,7";"947,3";"946,7";"3,4";"360,0";"7,2";"1617,90";""
"27/05/2025";"1600";"25,5";"25,8";"24,4";"50,0";"54,0";"47,0";"14,2";"15,2";"13,2";"946,0";"946,7";"946,0";"2,4";"21,0";"6,9";"1564,50";""
"27/05/2025";"1700";"25,4";"25,9";"24,9";"48,0";"51,0";"46,0";"13,7";"14,8";"12,8";"945,6";"946,0";"945,5";"2,7";"4,0";"6,6";"1144,00";""
"27/05/2025";"1800";"25,1";"26,3";"24,9";"47,0";"49,0";"43,0";"13,1";"14,1";"12,2";"945,4";"945,6";"945,4";"2,5";"1,0";"6,8";"1643,70";""
"27/05/2025";"1900";"25,2";"25,3";"24,2";"50,0";"53,0";"47,0";"14,1";"14,5";"13,0";"945,3";"945,5";"945,2";"2,0";"87,0";"5,4";"784,90";""
"27/05/2025";"2000";"22,9";"25,3";"22,9";"58,0";"58,0";"48,0";"14,2";"14,6";"13,4";"945,7";"945,7";"945,3";"1,0";"77,0";"4,5";"443,40";""
"27/05/2025";"2100";"18,7";"22,9";"18,7";"81,0";"81,0";"58,0";"15,4";"15,5";"14,1";"946,1";"946,1";"945,7";"0,9";"144,0";"2,3";"13,60";""
"27/05/2025";"2200";"18,0";"18,7";"17,9";"84,0";"84,0";"81,0";"15,3";"15,7";"15,2";"946,5";"946,5";"946,1";"0,0";"308,0";"1,3";"";""
"27/05/2025";"2300";"17,0";"18,0";"17,0";"89,0";"89,0";"84,0";"15,3";"15,4";"15,1";"947,1";"947,1";"946,5";"0,0";"138,0";"0,3";"";""
"28/05/2025";"0000";"19,6";"19,6";"17,0";"77,0";"90,0";"77,0";"15,3";"16,2";"15,2";"947,1";"947,3";"947,1";"0,8";"77,0";"2,6";"";""
"28/05/2025";"0100";"17,2";"19,6";"17,2";"88,0";"88,0";"76,0";"15,2";"15,4";"15,1";"947,1";"947,2";"947,0";"0,2";"317,0";"2,6";"";""
"28/05/2025";"0200";"19,5";"19,6";"17,2";"75,0";"89,0";"75,0";"14,9";"16,0";"14,9";"946,8";"947,2";"946,8";"0,8";"340,0";"2,2";"";""
"28/05/2025";"0300";"18,0";"19,5";"17,9";"81,0";"81,0";"75,0";"14,7";"14,9";"14,6";"946,0";"946,7";"946,0";"0,5";"298,0";"1,5";"";""
"28/05/2025";"0400";"18,5";"18,5";"17,9";"78,0";"81,0";"78,0";"14,6";"14,8";"14,5";"945,1";"946,0";"945,1";"0,4";"52,0";"1,4";"";""
"28/05/2025";"0500";"19,0";"19,2";"18,5";"74,0";"78,0";"73,0";"14,2";"14,6";"14,2";"944,3";"945,1";"944,3";"1,1";"77,0";"2,7";"";""
"28/05/2025";"0600";"18,2";"19,0";"18,2";"76,0";"76,0";"74,0";"13,9";"14,2";"13,9";"943,9";"944,3";"943,7";"0,4";"144,0";"2,8";"";""
"28/05/2025";"0700";"16,8";"18,3";"15,7";"89,0";"91,0";"76,0";"15,0";"15,0";"13,8";"943,8";"944,1";"943,7";"0,6";"125,0";"1,4";"";""
"28/05/2025";"0800";"17,5";"18,2";"16,2";"82,0";"89,0";"77,0";"14,3";"14,9";"13,6";"943,6";"943,8";"943,5";"0,8";"117,0";"2,2";"";""
"28/05/2025";"0900";"14,6";"17,7";"14,6";"91,0";"92,0";"80,0";"13,2";"14,4";"13,2";"943,7";"943,8";"943,5";"0,1";"264,0";"2,0";"";""
"28/05/2025";"1000";"14,5";"14,7";"14,1";"95,0";"95,0";"91,0";"13,7";"13,7";"13,1";"944,2";"944,3";"943,6";"0,2";"143,0";"1,0";"11,50";""
"28/05/2025";"1100";"17,9";"17,9";"14,5";"89,0";"96,0";"89,0";"16,0";"16,3";"13,8";"945,3";"945,3";"944,2";"0,4";"110,0";"1,5";"193,10";""
"28/05/2025";"1200";"21,6";"21,6";"17,9";"66,0";"89,0";"66,0";"15,0";"16,6";"15,0";"946,3";"946,3";"945,3";"1,5";"23,0";"3,0";"431,20";""
"28/05/2025";"1300";"25,0";"25,0";"21,6";"55,0";"67,0";"55,0";"15,3";"16,5";"14,9";"946,7";"946,7";"946,3";"1,3";"54,0";"4,1";"1018,50";""
"28/05/2025";"1400";"26,8";"27,1";"24,1";"45,0";"58,0";"44,0";"13,8";"15,8";"13,5";"946,3";"946,8";"946,3";"2,7";"353,0";"6,3";"1579,70";""
"28/05/2025";"1500";"27,7";"28,5";"26,5";"40,0";"46,0";"40,0";"13,0";"14,5";"12,8";"945,9";"946,4";"945,9";"5,1";"322,0";"10,2";"1908,30";""
"28/05/2025";"1600";"28,1";"28,9";"27,0";"41,0";"44,0";"40,0";"13,5";"14,8";"13,1";"944,8";"945,9";"944,8";"5,4";"327,0";"12,1";"2086,30";""
"28/05/2025";"1700";"24,4";"28,9";"24,4";"52,0";"52,0";"39,0";"13,9";"14,4";"13,3";"944,4";"944,8";"944,0";"3,7";"273,0";"13,6";"1604,20";""
"28/05/2025";"1800";"23,3";"24,4";"23,2";"59,0";"60,0";"52,0";"14,9";"15,1";"13,9";"945,1";"945,2";"944,4";"1,6";"304,0";"13,6";"657,50";""
"28/05/2025";"1900";"23,0";"23,9";"22,8";"58,0";"60,0";"57,0";"14,3";"15,3";"14,3";"945,4";"945,4";"945,1";"2,4";"294,0";"8,2";"823,80";""
"28/05/2025";"2000";"21,7";"23,3";"21,7";"65,0";"65,0";"57,0";"14,7";"14,7";"14,0";"945,5";"945,6";"945,4";"0,8";"355,0";"6,3";"229,50";""
"28/05/2025";"2100";"20,8";"21,7";"19,9";"67,0";"74,0";"64,0";"14,5";"15,0";"14,5";"945,7";"945,9";"945,5";"1,6";"358,0";"3,4";"31,00";""
"28/05/2025";"2200";"20,8";"20,9";"20,7";"64,0";"67,0";"64,0";"13,8";"14,5";"13,8";"945,5";"945,7";"945,5";"1,5";"3,0";"5,2";"";""
"28/05/2025";"2300";"20,9";"21,1";"20,8";"64,0";"65,0";"62,0";"13,7";"13,8";"13,5";"945,8";"945,8";"945,1";"2,2";"330,0";"4,8";"";""
"29/05/2025";"0000";"20,9";"20,9";"20,5";"63,0";"66,0";"63,0";"13,6";"13,9";"13,6";"945,8";"946,0";"945,7";"2,5";"345,0";"7,2";"";""
"29/05/2025";"0100";"20,7";"21,0";"20,7";"64,0";"64,0";"62,0";"13,6";"13,7";"13,5";"945,4";"945,8";"945,4";"2,0";"335,0";"6,8";"";""
"29/05/2025";"0200";"19,5";"20,7";"19,2";"72,0";"76,0";"64,0";"14,3";"14,8";"13,6";"946,3";"946,3";"945,3";"2,2";"318,0";"6,0";"";""
"29/05/2025";"0300";"18,9";"19,5";"18,9";"76,0";"77,0";"72,0";"14,6";"14,7";"14,2";"946,2";"946,5";"946,0";"1,3";"334,0";"5,5";"";""
"29/05/2025";"0400";"18,6";"18,9";"18,6";"79,0";"79,0";"76,0";"14,8";"15,0";"14,6";"946,5";"946,6";"946,2";"1,0";"348,0";"3,7";"";""
"29/05/2025";"0500";"18,2";"18,6";"18,1";"82,0";"82,0";"79,0";"15,0";"15,0";"14,8";"945,2";"946,5";"945,1";"0,9";"21,0";"4,1";"";""
"29/05/2025";"0600";"18,0";"18,2";"18,0";"83,0";"83,0";"81,0";"15,0";"15,1";"14,9";"945,3";"945,4";"945,1";"1,2";"319,0";"2,4";"";""
"29/05/2025";"0700";"17,7";"18,0";"17,7";"85,0";"85,0";"83,0";"15,2";"15,3";"15,0";"945,2";"945,3";"944,7";"0,5";"317,0";"2,6";"";""
"29/05/2025";"0800";"15,7";"17,8";"15,7";"85,0";"87,0";"82,0";"13,1";"15,5";"13,1";"945,7";"945,7";"945,1";"1,4";"219,0";"5,0";"";""
"29/05/2025";"0900";"12,3";"15,7";"12,3";"93,0";"94,0";"85,0";"11,3";"13,0";"11,2";"947,1";"947,1";"945,7";"1,2";"235,0";"7,5";"";""
"29/05/2025";"1000";"12,0";"12,3";"12,0";"93,0";"94,0";"92,0";"10,9";"11,3";"10,9";"948,1";"948,1";"947,0";"0,2";"241,0";"3,6";"";""
"29/05/2025";"1100";"12,0";"12,1";"11,9";"93,0";"94,0";"93,0";"11,0";"11,1";"10,8";"949,1";"949,1";"948,1";"0,5";"41,0";"1,8";"39,30";""
"29/05/2025";"1200";"12,5";"12,5";"11,9";"94,0";"95,0";"93,0";"11,5";"11,6";"10,9";"949,6";"949,6";"949,1";"1,3";"40,0";"3,0";"170,00";""
"29/05/2025";"1300";"13,6";"13,7";"12,5";"87,0";"94,0";"86,0";"11,4";"12,4";"11,2";"949,8";"950,0";"949,6";"2,2";"14,0";"4,2";"498,70";""
"29/05/2025";"1400";"14,2";"14,3";"13,6";"78,0";"87,0";"77,0";"10,4";"11,6";"9,9";"949,8";"949,9";"949,6";"1,8";"324,0";"4,2";"503,90";""
"29/05/2025";"1500";"15,8";"15,8";"14,2";"71,0";"81,0";"67,0";"10,5";"11,6";"9,6";"949,2";"950,0";"949,1";"1,1";"337,0";"3,2";"928,10";""
"29/05/2025";"1600";"16,5";"16,6";"15,6";"74,0";"76,0";"67,0";"11,9";"12,2";"9,7";"948,2";"949,2";"948,2";"1,4";"322,0";"4,0";"811,80";""
